project_id,domain,methodology,team_location,vendor_contract_type,planned_budget_lakhs,planned_duration_days,team_size,team_experience_years_avg,tech_complexity,requirements_changes,open_bugs_count,vendor_dependency,stakeholder_count,offshore_ratio,sprint_length_days,story_points_planned,completed_rate,issue_churn_rate,reopens_rate,dependency_count,overdue_tasks_pct,requirements_clarity,risk_register_count,past_similar_success_rate,buffer_days,schedule_slippage_pct,cost_variance_pct,risk,risk_level
P1444,Retail,Hybrid,Distributed,T&M,40.73,85,19,5.48,3,19,14,0,11,0.429,0,0,0.873,0.214,0.4,4,0.138,3,1,0.435,9,3.7,8.55,0,Low
P1743,Healthcare,Agile,Co-located,Managed Services,14.14,179,16,6.93,2,13,6,1,6,0.208,7,317,0.731,0.17,0.241,6,0.099,3,3,0.842,11,12.32,8.26,0,Low
P1208,Healthcare,Agile,Co-located,Fixed Bid,74.29,189,11,6.29,5,19,15,0,20,0.647,7,93,0.901,0.366,0.27,10,0.056,1,4,0.736,8,16.1,24.01,1,High
P1080,Telecom,Hybrid,Co-located,T&M,52.89,476,11,5.12,5,11,14,0,16,0.412,0,0,1.027,0.083,0.383,2,0.0,1,6,0.933,12,36.85,21.77,1,High
P1485,Retail,Hybrid,Distributed,T&M,23.92,425,12,7.1,5,14,17,0,12,0.042,0,0,0.945,0.156,0.192,0,0.052,1,10,0.846,12,30.81,11.53,1,High
P1755,Healthcare,Waterfall,Distributed,Fixed Bid,25.22,446,15,4.07,3,7,6,0,7,0.604,0,0,0.765,0.184,0.168,12,0.337,3,7,0.526,8,26.29,19.26,1,High
P1369,Telecom,Agile,Co-located,Fixed Bid,36.29,199,20,7.11,5,18,8,0,7,0.288,14,244,0.683,0.094,0.104,13,0.0,2,7,0.894,6,27.44,10.42,1,High
P1838,Fintech,Waterfall,Hybrid,Managed Services,12.27,262,12,4.39,3,13,7,0,11,0.197,0,0,0.933,0.363,0.131,14,0.0,4,4,0.699,12,12.79,13.45,0,Low
P1865,Healthcare,Waterfall,Hybrid,T&M,63.81,438,12,4.65,1,4,7,0,6,0.279,0,0,0.975,0.323,0.121,4,0.143,5,1,0.585,12,0.0,3.18,0,Low
P1644,Government,Agile,Co-located,T&M,16.31,522,17,2.66,3,14,7,0,13,0.328,7,276,0.944,0.5,0.01,5,0.108,4,4,0.781,6,22.6,12.86,1,Medium
P1002,Healthcare,Waterfall,Distributed,Managed Services,22.41,151,16,3.72,2,9,5,1,6,0.418,0,0,0.785,0.5,0.054,8,0.102,3,4,0.888,14,21.0,8.96,1,Medium
P1416,E-commerce,Agile,Hybrid,Managed Services,93.62,64,19,9.61,1,6,1,0,9,0.298,14,210,0.865,0.228,0.067,4,0.083,5,0,0.453,8,7.29,-1.05,0,Low
P1154,Healthcare,Hybrid,Co-located,T&M,29.08,240,12,4.44,2,24,3,0,10,0.216,0,0,0.916,0.335,0.093,0,0.18,4,2,0.453,11,6.19,2.23,0,Low
P1741,Fintech,Agile,Co-located,T&M,52.38,215,11,7.19,5,22,14,0,7,0.479,7,351,0.97,0.207,0.019,4,0.09,1,3,0.773,8,27.25,17.96,1,High
P1520,Telecom,Waterfall,Distributed,Fixed Bid,46.33,63,10,2.95,4,14,12,0,19,0.336,0,0,0.79,0.162,0.262,1,0.21,3,9,0.932,9,24.69,24.89,1,High
P1151,Retail,Agile,Distributed,T&M,19.22,437,14,8.41,4,12,11,0,12,0.161,7,100,0.804,0.271,0.067,9,0.113,2,5,0.61,16,26.36,12.75,1,Medium
P1311,Retail,Agile,Co-located,T&M,37.56,239,13,6.56,5,18,10,0,6,0.341,7,231,0.863,0.309,0.205,1,0.09,1,5,0.558,4,21.51,14.47,1,High
P1694,Fintech,Agile,Hybrid,Fixed Bid,13.02,272,20,7.63,4,13,13,1,3,0.319,7,257,0.783,0.108,0.384,15,0.156,2,4,0.791,12,25.47,13.05,1,High
P1983,E-commerce,Agile,Distributed,T&M,140.97,435,18,5.11,1,15,8,0,11,0.415,14,151,0.911,0.196,0.289,3,0.0,5,0,0.134,8,0.0,-0.53,0,Low
P1131,Healthcare,Agile,Co-located,Fixed Bid,15.17,432,14,5.99,1,9,0,0,4,0.18,7,326,0.735,0.263,0.155,1,0.103,5,2,0.526,5,5.57,2.27,0,Low
P1394,Government,Agile,Hybrid,T&M,35.15,167,21,7.38,3,22,4,0,8,0.707,14,96,0.64,0.344,0.095,8,0.122,4,2,0.841,3,12.02,-9.08,0,Low
P1835,Government,Agile,Distributed,Fixed Bid,24.76,76,9,4.52,2,14,4,1,19,0.446,14,142,0.847,0.371,0.223,7,0.207,3,7,0.671,13,17.66,11.36,0,Medium
P1125,Telecom,Agile,Distributed,Managed Services,22.6,77,11,7.97,4,21,5,0,7,0.582,14,302,0.782,0.5,0.4,13,0.332,1,11,0.658,10,6.92,20.08,1,Medium
P1034,Retail,Hybrid,Co-located,T&M,16.39,248,15,2.4,5,15,11,1,12,0.486,0,0,0.842,0.174,0.009,10,0.017,2,8,0.337,2,24.63,17.97,1,High
P1001,E-commerce,Hybrid,Distributed,T&M,56.38,233,13,6.35,5,14,11,1,7,0.093,0,0,0.801,0.042,0.244,10,0.117,2,6,0.602,16,28.89,18.34,1,High
P1297,Healthcare,Agile,Distributed,Fixed Bid,16.69,357,22,6.13,4,20,9,1,4,0.176,7,216,0.861,0.318,0.029,14,0.116,2,4,0.93,3,18.55,14.01,1,High
P1368,Government,Agile,Hybrid,Fixed Bid,35.4,380,18,5.56,1,14,5,0,12,0.034,7,184,0.858,0.111,0.258,1,0.201,5,5,0.633,7,2.37,2.29,0,Low
P1990,Government,Waterfall,Distributed,Managed Services,41.63,111,15,4.93,2,6,8,0,16,0.267,0,0,0.765,0.5,0.117,15,0.285,3,0,0.157,5,7.1,7.46,0,Low
P1362,Government,Agile,Distributed,T&M,17.45,334,15,4.38,4,17,12,1,13,0.834,14,349,0.873,0.201,0.15,2,0.191,1,3,0.638,10,21.57,19.5,1,High
P1775,Telecom,Agile,Hybrid,Fixed Bid,52.73,530,16,3.36,1,15,4,1,9,0.286,14,182,0.575,0.166,0.011,6,0.001,5,0,0.658,15,5.75,8.1,0,Low
P1794,Government,Agile,Co-located,T&M,19.76,76,16,5.25,4,17,9,0,13,0.241,14,317,0.943,0.471,0.147,5,0.048,1,12,0.749,8,13.34,12.16,1,Medium
P1033,Healthcare,Hybrid,Co-located,T&M,13.77,467,20,3.46,3,14,7,0,12,0.267,0,0,0.874,0.197,0.156,8,0.0,3,8,0.812,3,17.38,15.64,1,High
P1272,Government,Hybrid,Distributed,Fixed Bid,29.87,301,11,5.01,1,12,5,0,20,0.108,0,0,0.938,0.124,0.4,7,0.017,5,3,0.445,9,0.0,-1.22,0,Low
P1777,Healthcare,Waterfall,Co-located,T&M,25.64,430,18,5.1,3,10,11,0,11,0.66,0,0,1.1,0.5,0.173,13,0.101,4,3,0.684,12,3.83,11.96,0,Low
P1168,Telecom,Agile,Hybrid,T&M,29.98,481,20,6.79,4,19,5,0,16,0.334,14,269,0.759,0.1,0.246,7,0.029,1,12,0.771,10,36.59,22.88,1,High
P1050,Telecom,Hybrid,Distributed,T&M,17.16,207,13,7.96,3,19,7,0,18,0.119,0,0,1.015,0.226,0.07,0,0.0,4,4,0.419,11,3.94,7.76,0,Low
P1800,Government,Waterfall,Co-located,Fixed Bid,43.98,159,18,5.85,4,9,5,0,12,0.509,0,0,1.018,0.098,0.185,14,0.034,1,6,0.659,16,20.81,11.77,1,High
P1222,Fintech,Agile,Hybrid,Managed Services,81.26,388,15,6.24,4,16,7,0,18,0.246,14,380,0.865,0.163,0.216,0,0.15,3,3,0.623,6,0.7,4.8,0,Low
P1062,Healthcare,Hybrid,Co-located,Fixed Bid,46.51,180,13,3.5,5,16,15,1,18,0.398,0,0,1.003,0.219,0.196,3,0.294,2,5,0.59,14,31.92,23.43,1,High
P1282,E-commerce,Agile,Co-located,Fixed Bid,45.33,400,12,4.67,3,13,8,1,19,0.411,14,263,0.913,0.028,0.357,9,0.244,2,4,0.784,1,28.86,21.18,1,High
P1349,Government,Waterfall,Co-located,Fixed Bid,8.81,277,13,4.89,3,11,10,1,18,0.329,0,0,1.036,0.247,0.4,2,0.089,2,2,0.714,1,26.44,13.95,1,High
P1579,Healthcare,Agile,Co-located,Fixed Bid,21.31,492,8,3.79,4,17,12,1,9,0.359,14,302,0.908,0.279,0.27,7,0.149,1,5,0.863,6,19.52,29.32,1,High
P1848,Healthcare,Agile,Co-located,T&M,14.22,471,16,1.78,3,17,13,0,10,0.435,7,383,0.745,0.179,0.04,12,0.151,4,4,0.45,8,26.44,14.49,1,High
P1845,Retail,Agile,Co-located,Managed Services,33.54,311,10,9.04,3,10,9,0,12,0.735,7,257,0.879,0.079,0.116,3,0.264,4,5,0.626,15,4.82,-2.71,0,Low
P1350,Healthcare,Agile,Distributed,T&M,23.87,223,10,3.5,4,18,12,0,8,0.297,14,327,0.977,0.414,0.221,2,0.016,1,9,0.656,5,14.37,17.01,1,High
P1684,Healthcare,Hybrid,Co-located,T&M,84.38,238,13,3.4,5,21,14,0,3,0.428,0,0,0.898,0.003,0.319,7,0.237,2,5,0.733,0,36.2,5.84,1,High
P1505,Healthcare,Agile,Distributed,T&M,53.64,315,14,7.1,2,15,12,0,8,0.629,7,101,0.518,0.179,0.057,6,0.06,4,2,0.839,6,7.55,7.51,0,Low
P1826,E-commerce,Agile,Hybrid,Fixed Bid,16.73,211,12,6.95,2,9,6,0,7,0.128,14,258,0.788,0.357,0.175,8,0.084,4,8,0.573,17,2.22,2.21,0,Low
P1182,Telecom,Hybrid,Co-located,Fixed Bid,79.73,297,18,5.57,5,12,12,0,3,0.553,0,0,0.871,0.174,0.112,6,0.164,1,7,0.858,1,37.23,30.13,1,High
P1029,Government,Agile,Distributed,T&M,16.07,105,11,0.5,3,18,11,1,14,0.406,14,259,0.948,0.137,0.222,2,0.24,2,4,0.732,10,27.3,17.46,1,High
P1811,Retail,Hybrid,Co-located,T&M,53.3,98,18,6.58,4,13,14,0,10,0.382,0,0,0.822,0.344,0.061,2,0.375,3,7,0.651,5,2.77,-1.22,0,Low
P1461,Telecom,Waterfall,Hybrid,T&M,23.4,127,16,5.0,5,10,12,1,17,0.167,0,0,0.977,0.244,0.071,14,0.095,1,7,0.371,0,25.32,24.29,1,High
P1792,Retail,Agile,Hybrid,Fixed Bid,34.98,335,14,3.12,5,12,8,0,11,0.382,14,135,1.071,0.181,0.08,3,0.153,1,5,0.517,12,31.75,18.85,1,High
P1806,Retail,Hybrid,Co-located,Fixed Bid,29.0,432,11,5.22,2,16,5,0,8,0.646,0,0,0.947,0.239,0.083,4,0.089,4,0,0.78,7,3.5,6.67,0,Low
P1452,Fintech,Agile,Co-located,T&M,9.82,278,14,9.21,4,12,2,0,15,0.639,14,393,0.858,0.171,0.4,14,0.186,2,6,0.501,10,16.4,-0.27,0,Low
P1528,Fintech,Agile,Distributed,T&M,75.75,157,11,5.18,4,15,13,1,6,0.59,14,227,0.903,0.291,0.105,5,0.046,2,5,0.784,5,28.35,22.48,1,High
P1884,Retail,Waterfall,Distributed,T&M,38.14,131,15,2.75,2,13,9,0,9,0.416,0,0,1.03,0.173,0.153,0,0.163,3,3,0.548,12,17.75,1.0,0,Low
P1580,Government,Agile,Co-located,Fixed Bid,60.83,118,19,0.75,3,12,12,0,10,0.146,7,166,0.912,0.218,0.274,15,0.185,3,4,0.433,19,34.01,17.15,1,High
P1085,E-commerce,Agile,Co-located,Fixed Bid,18.08,157,20,3.6,4,17,9,1,14,0.1,7,139,0.789,0.065,0.223,10,0.114,2,4,0.565,22,35.94,29.76,1,High
P1575,Fintech,Hybrid,Distributed,T&M,37.09,353,17,7.6,2,14,4,0,15,0.202,0,0,0.909,0.218,0.122,2,0.164,4,2,0.544,6,0.0,3.44,0,Low
P1791,Healthcare,Waterfall,Co-located,T&M,37.6,374,14,4.33,5,6,19,0,10,0.729,0,0,1.055,0.319,0.112,0,0.137,1,6,0.603,16,29.89,10.83,1,High
P1357,Telecom,Waterfall,Co-located,Fixed Bid,33.13,101,15,5.18,2,7,6,0,18,0.391,0,0,0.96,0.297,0.181,13,0.067,4,1,0.598,12,3.13,11.01,0,Low
P1318,Government,Agile,Co-located,T&M,47.08,514,13,8.01,5,24,16,1,7,0.559,7,341,0.864,0.203,0.225,7,0.048,2,3,0.617,16,26.47,15.62,1,High
P1643,Telecom,Agile,Distributed,Fixed Bid,11.71,464,16,6.47,2,11,5,0,15,0.424,7,298,1.04,0.232,0.012,7,0.204,5,4,0.26,7,3.19,5.78,0,Low
P1674,Retail,Agile,Distributed,T&M,55.23,520,15,5.14,1,11,7,1,5,0.435,7,233,0.943,0.295,0.27,6,0.267,5,1,0.774,12,1.31,3.69,0,Low
P1017,Retail,Agile,Co-located,T&M,22.9,190,20,3.64,3,14,13,0,8,0.38,7,184,0.875,0.37,0.163,3,0.002,4,2,0.778,14,1.6,1.25,0,Low
P1218,Telecom,Waterfall,Distributed,T&M,8.59,506,13,4.01,1,6,3,1,13,0.132,0,0,0.987,0.102,0.372,12,0.108,4,1,0.264,19,10.85,3.53,0,Low
P1546,Government,Agile,Hybrid,Fixed Bid,70.92,314,12,3.31,4,22,14,1,11,0.359,7,313,0.971,0.222,0.362,10,0.232,3,4,0.78,0,31.39,24.4,1,High
P1150,Telecom,Hybrid,Co-located,Fixed Bid,38.86,446,15,4.31,2,16,4,0,9,0.461,0,0,0.808,0.029,0.054,6,0.185,5,2,0.748,12,2.7,10.59,0,Low
P1562,Government,Agile,Distributed,T&M,23.21,332,13,3.85,4,13,8,1,20,0.425,14,132,0.716,0.009,0.255,14,0.208,1,5,0.578,0,35.58,15.29,1,High
P1582,Fintech,Agile,Co-located,T&M,45.98,383,13,5.34,1,14,6,0,20,0.162,7,260,1.096,0.209,0.146,10,0.0,4,1,0.928,10,1.85,7.49,0,Low
P1290,Retail,Agile,Co-located,Managed Services,45.15,499,17,7.45,4,19,8,1,8,0.57,14,186,0.904,0.239,0.078,14,0.221,2,3,0.724,17,22.41,16.64,1,High
P1550,Healthcare,Agile,Hybrid,Fixed Bid,13.29,87,12,6.78,5,19,10,0,7,0.757,14,305,0.917,0.166,0.4,13,0.04,1,4,0.345,12,28.14,21.66,1,High
P1661,Telecom,Hybrid,Hybrid,Fixed Bid,22.94,66,14,5.63,2,10,5,0,20,0.656,0,0,0.912,0.186,0.065,6,0.224,3,5,0.104,0,0.0,6.8,0,Low
P1778,Government,Waterfall,Co-located,Fixed Bid,42.15,432,16,0.5,3,11,14,1,18,0.108,0,0,0.947,0.082,0.248,1,0.218,3,7,0.42,14,21.69,23.03,1,High
P1201,Government,Agile,Distributed,Managed Services,11.49,144,16,7.52,5,17,9,0,17,0.355,14,299,0.801,0.266,0.26,9,0.302,1,7,0.893,0,19.06,19.55,1,High
P1338,E-commerce,Agile,Co-located,T&M,27.89,440,16,4.38,3,12,5,1,4,0.085,14,367,0.79,0.206,0.066,11,0.099,2,10,0.73,14,21.58,18.25,1,High
P1358,E-commerce,Hybrid,Hybrid,T&M,37.25,462,15,4.56,5,15,11,1,16,0.092,0,0,0.944,0.361,0.108,7,0.012,2,10,0.684,0,17.6,13.88,1,High
P1886,Government,Waterfall,Distributed,T&M,22.3,538,8,1.41,3,10,9,1,19,0.302,0,0,0.704,0.5,0.2,13,0.0,3,7,0.731,3,24.98,20.12,1,High
P1165,Government,Hybrid,Distributed,T&M,11.33,208,13,3.72,2,20,8,1,18,0.142,0,0,0.788,0.467,0.225,15,0.122,5,0,0.236,3,13.4,11.97,0,Low
P1251,Retail,Agile,Co-located,T&M,34.53,79,5,6.38,5,24,14,1,14,0.614,14,338,0.83,0.5,0.119,13,0.351,2,5,0.831,14,24.06,24.51,1,High
P1330,E-commerce,Agile,Distributed,Managed Services,51.28,494,15,2.83,3,13,14,0,11,0.796,14,141,0.693,0.319,0.19,10,0.362,3,3,0.256,12,30.47,19.02,1,High
P1041,Telecom,Agile,Hybrid,Fixed Bid,61.75,177,17,3.9,2,17,8,0,13,0.392,7,296,0.946,0.488,0.4,11,0.133,3,4,0.825,12,3.27,12.77,0,Low
P1429,Fintech,Agile,Hybrid,Fixed Bid,28.67,322,15,8.24,4,21,8,0,15,0.531,14,111,0.925,0.16,0.4,12,0.091,2,4,0.986,16,17.73,5.03,1,Medium
P1628,Retail,Agile,Co-located,Fixed Bid,28.5,371,17,8.69,1,7,3,1,11,0.623,7,274,0.843,0.326,0.217,7,0.131,5,2,0.638,13,2.9,9.42,0,Low
P1529,Telecom,Hybrid,Distributed,Fixed Bid,31.5,479,14,4.29,1,13,6,0,16,0.497,0,0,0.984,0.17,0.085,4,0.09,5,2,0.554,3,0.0,4.41,0,Low
P1307,Retail,Agile,Co-located,Fixed Bid,95.58,390,10,4.21,1,22,3,1,15,0.892,7,147,0.822,0.176,0.034,5,0.045,5,3,0.89,13,0.0,2.63,0,Low
P1982,Government,Agile,Co-located,Managed Services,83.69,328,13,7.62,2,14,8,1,15,0.336,7,289,1.102,0.347,0.091,10,0.0,5,1,0.658,12,10.31,0.7,0,Low
P1077,Government,Agile,Co-located,Managed Services,92.54,199,17,4.5,3,14,6,0,9,0.547,14,152,0.937,0.275,0.4,12,0.032,3,7,0.898,13,17.52,-0.78,0,Low
P1992,Healthcare,Agile,Co-located,T&M,47.98,270,18,1.88,1,18,7,0,17,0.055,14,390,0.866,0.066,0.193,1,0.084,4,2,0.658,13,14.07,5.96,0,Low
P1185,Fintech,Waterfall,Hybrid,Fixed Bid,40.88,69,19,6.86,1,7,2,0,20,0.289,0,0,0.915,0.063,0.12,13,0.013,5,2,0.811,10,0.0,13.46,0,Low
P1959,Healthcare,Waterfall,Hybrid,Fixed Bid,76.94,373,15,5.26,4,12,8,0,5,0.477,0,0,0.916,0.178,0.198,5,0.039,1,7,0.679,9,32.66,20.25,1,High
P1171,Retail,Agile,Hybrid,T&M,26.85,531,15,9.88,2,15,2,0,9,0.415,7,170,1.068,0.169,0.013,7,0.079,3,4,0.266,14,1.09,1.47,0,Low
P1652,Government,Waterfall,Hybrid,Fixed Bid,12.52,265,15,2.55,2,5,5,0,13,0.2,0,0,0.765,0.5,0.068,8,0.166,4,3,0.892,4,0.0,3.91,0,Low
P1266,Fintech,Waterfall,Co-located,Managed Services,49.59,434,16,4.18,5,15,16,1,13,0.211,0,0,0.699,0.059,0.163,11,0.109,1,11,0.651,6,31.61,21.19,1,High
P1925,Retail,Agile,Distributed,T&M,16.16,147,19,3.7,3,12,11,0,4,0.476,14,365,0.863,0.046,0.393,14,0.21,3,3,0.649,7,19.72,8.65,1,Medium
P1853,Telecom,Hybrid,Co-located,Managed Services,27.85,342,15,6.13,3,18,12,0,17,0.363,0,0,0.793,0.106,0.373,2,0.046,3,1,0.32,15,5.93,7.66,0,Low
P1986,Retail,Waterfall,Co-located,T&M,28.57,197,13,3.61,4,12,13,1,16,0.196,0,0,0.75,0.201,0.149,10,0.146,1,9,0.736,7,38.49,13.07,1,High
P1130,Government,Agile,Distributed,Managed Services,23.73,281,13,5.58,4,20,13,1,10,0.481,7,337,0.753,0.156,0.064,7,0.134,3,7,0.3,8,25.9,21.49,1,High
P1662,Retail,Waterfall,Distributed,T&M,98.07,308,15,4.1,2,4,7,0,5,0.14,0,0,0.816,0.258,0.248,12,0.143,5,3,0.223,3,8.39,2.64,0,Low
P1751,Retail,Hybrid,Distributed,T&M,16.54,443,9,9.98,4,12,4,1,10,0.264,0,0,0.842,0.132,0.156,12,0.181,1,7,0.393,1,22.71,15.59,1,High
P1887,Retail,Agile,Co-located,T&M,12.2,313,16,4.94,5,20,13,1,20,0.4,14,346,0.827,0.5,0.326,13,0.194,2,7,0.574,7,24.73,22.83,1,High
P1240,Retail,Hybrid,Distributed,T&M,35.1,73,16,6.62,5,14,17,1,17,0.253,0,0,0.948,0.419,0.4,12,0.127,1,9,0.44,17,21.61,10.96,1,High
P1239,Retail,Agile,Co-located,T&M,60.51,312,16,4.51,1,10,6,0,11,0.357,7,390,0.961,0.284,0.2,12,0.116,5,2,0.775,11,3.97,1.63,0,Low
P1091,Fintech,Waterfall,Distributed,T&M,53.84,483,14,8.76,2,7,3,1,20,0.062,0,0,1.1,0.283,0.053,1,0.099,3,1,0.343,14,2.22,-1.76,0,Low
P1772,E-commerce,Agile,Hybrid,Managed Services,30.65,243,17,4.0,1,14,6,0,5,0.266,7,314,0.678,0.142,0.375,10,0.161,4,1,0.709,12,5.73,-4.11,0,Low
P1613,Fintech,Agile,Distributed,Fixed Bid,26.87,507,15,3.71,1,15,2,1,14,0.854,14,293,0.911,0.191,0.105,4,0.17,4,3,0.649,20,9.51,-6.84,0,Low
P1961,Government,Waterfall,Distributed,Fixed Bid,45.61,441,16,3.58,4,13,13,0,4,0.443,0,0,0.974,0.277,0.251,5,0.0,3,8,0.605,8,34.45,17.72,1,High
P1548,Government,Agile,Hybrid,Fixed Bid,69.73,493,13,3.59,5,18,10,0,12,0.629,7,183,0.803,0.264,0.063,0,0.103,2,5,0.574,18,31.19,18.89,1,High
P1066,Healthcare,Agile,Co-located,T&M,11.89,510,13,5.04,3,16,11,0,5,0.215,14,286,0.689,0.142,0.124,7,0.209,3,2,0.884,6,22.97,4.25,1,Medium
P1712,Retail,Agile,Hybrid,Fixed Bid,28.05,200,13,5.77,2,14,1,0,16,0.569,14,124,0.872,0.459,0.164,8,0.0,3,4,0.307,18,2.08,-2.47,0,Low
P1840,Fintech,Agile,Co-located,Fixed Bid,34.83,338,9,1.52,2,19,6,1,12,0.431,14,135,0.796,0.378,0.097,0,0.226,5,1,0.738,8,20.28,13.68,1,Medium
P1704,Fintech,Agile,Distributed,T&M,31.05,504,19,6.52,2,20,5,0,12,0.062,7,106,0.892,0.303,0.033,6,0.128,5,2,0.14,12,0.0,-1.9,0,Low
P1000,Telecom,Agile,Co-located,Fixed Bid,33.54,213,19,5.5,3,14,12,0,11,0.317,14,295,0.852,0.049,0.258,10,0.124,4,4,0.668,17,0.1,2.41,0,Low
P1882,E-commerce,Agile,Distributed,Fixed Bid,17.49,141,13,5.68,1,13,3,0,6,0.732,14,360,0.772,0.356,0.138,15,0.103,5,0,0.92,24,0.0,-2.55,0,Low
P1489,Government,Hybrid,Distributed,Fixed Bid,26.66,165,11,0.5,3,12,12,1,7,0.624,0,0,0.896,0.5,0.108,12,0.075,4,3,0.553,0,28.24,10.73,1,High
P1538,Retail,Agile,Hybrid,Managed Services,28.77,122,12,2.58,3,17,10,1,12,0.418,7,155,0.748,0.198,0.083,11,0.031,4,5,0.657,14,29.62,0.18,1,Medium
P1209,Retail,Agile,Co-located,T&M,24.91,71,9,2.84,3,14,6,0,6,0.142,14,247,0.948,0.225,0.247,9,0.211,4,1,0.973,8,19.78,5.41,0,Low
P1642,Retail,Agile,Distributed,Managed Services,65.73,224,12,3.12,4,19,11,0,19,0.459,7,244,0.784,0.5,0.129,15,0.0,3,4,0.831,15,20.26,23.21,1,High
P1040,Telecom,Agile,Distributed,Fixed Bid,60.02,325,13,8.0,5,17,9,0,19,0.43,7,207,0.977,0.2,0.028,8,0.0,1,5,0.262,11,31.08,25.26,1,High
P1895,Telecom,Agile,Co-located,T&M,17.55,260,12,7.63,1,12,4,0,5,0.615,14,108,0.814,0.166,0.151,11,0.123,5,0,0.651,13,4.34,-8.87,0,Low
P1823,Telecom,Agile,Hybrid,T&M,58.3,516,21,5.81,1,25,5,1,19,0.167,14,355,0.774,0.305,0.181,9,0.211,5,3,0.722,0,1.61,2.29,0,Low
P1922,Healthcare,Hybrid,Hybrid,Fixed Bid,53.21,370,18,5.87,5,11,15,1,19,0.23,0,0,1.084,0.297,0.126,7,0.199,1,8,0.499,2,34.54,21.22,1,High
P1260,Government,Waterfall,Co-located,T&M,49.72,305,10,2.31,5,17,18,1,11,0.436,0,0,1.062,0.039,0.19,8,0.113,2,9,0.49,10,28.88,22.79,1,High
P1320,Healthcare,Agile,Hybrid,Managed Services,25.23,348,18,4.32,4,17,12,0,13,0.377,7,369,0.813,0.298,0.4,14,0.133,3,4,0.81,21,26.34,10.84,1,High
P1229,Telecom,Waterfall,Distributed,Fixed Bid,24.43,287,20,7.03,3,11,5,0,12,0.618,0,0,0.936,0.118,0.109,8,0.0,2,3,0.69,8,11.94,5.56,0,Medium
P1312,Government,Agile,Hybrid,T&M,57.79,291,20,9.36,2,12,4,0,5,0.376,7,101,0.915,0.247,0.203,5,0.034,5,4,0.71,9,0.0,-2.09,0,Low
P1281,Telecom,Agile,Co-located,T&M,16.73,129,11,4.07,1,10,5,0,19,0.63,7,148,0.998,0.232,0.4,4,0.0,5,3,0.237,13,0.0,10.24,0,Low
P1403,Government,Hybrid,Hybrid,Fixed Bid,39.05,341,14,6.24,2,24,5,1,15,0.607,0,0,0.898,0.114,0.183,5,0.01,4,2,0.546,3,9.44,-5.29,0,Low
P1935,Telecom,Agile,Co-located,T&M,23.82,237,14,6.42,2,19,4,1,6,0.394,7,89,0.727,0.5,0.09,13,0.015,4,6,0.37,10,1.11,-0.57,0,Low
P1071,Healthcare,Agile,Co-located,Fixed Bid,57.65,518,12,4.75,3,12,5,1,8,0.15,14,317,0.758,0.5,0.217,12,0.266,4,3,0.499,9,14.78,15.6,1,Medium
P1288,Retail,Agile,Co-located,Fixed Bid,52.29,502,14,2.4,3,15,12,0,5,0.69,14,162,1.14,0.137,0.066,5,0.0,3,3,0.739,5,26.6,9.28,1,High
P1539,Healthcare,Agile,Distributed,T&M,53.76,180,13,3.83,2,23,6,1,17,0.413,7,151,0.847,0.071,0.028,8,0.162,3,4,0.523,18,14.06,3.8,0,Medium
P1425,Fintech,Agile,Distributed,Fixed Bid,11.67,202,12,5.31,5,18,15,0,5,0.267,7,375,0.793,0.094,0.178,14,0.173,1,11,0.383,26,25.93,18.72,1,High
P1587,Retail,Agile,Co-located,Fixed Bid,54.19,531,8,1.98,3,21,7,0,4,0.564,7,275,0.697,0.076,0.286,7,0.086,3,5,0.504,21,26.63,23.97,1,High
P1488,Telecom,Hybrid,Co-located,Fixed Bid,20.09,162,11,2.76,2,15,6,0,16,0.343,0,0,1.027,0.299,0.337,13,0.0,5,2,0.575,7,9.34,4.45,0,Low
P1447,Healthcare,Waterfall,Hybrid,Fixed Bid,75.17,210,17,6.34,2,7,3,0,12,0.306,0,0,0.885,0.5,0.187,15,0.283,4,4,0.131,13,14.32,-3.31,0,Low
P1592,Government,Agile,Hybrid,T&M,27.11,298,12,5.21,4,21,14,1,8,0.507,7,374,0.871,0.02,0.39,3,0.0,1,7,0.287,11,26.35,20.27,1,High
P1372,Retail,Agile,Distributed,T&M,30.9,368,12,5.88,3,14,12,0,4,0.629,7,93,0.881,0.061,0.358,14,0.181,4,2,0.711,6,6.43,6.55,0,Low
P1972,Telecom,Waterfall,Distributed,T&M,24.01,273,11,6.46,4,8,16,0,13,0.458,0,0,0.888,0.147,0.164,5,0.29,3,2,0.792,13,19.24,10.04,0,Medium
P1039,Healthcare,Agile,Hybrid,Fixed Bid,18.38,84,18,4.49,4,14,10,0,13,0.365,14,371,0.7,0.251,0.354,1,0.229,3,6,0.739,8,17.63,14.16,1,Medium
P1731,Government,Hybrid,Co-located,T&M,42.53,151,8,6.46,4,13,13,1,20,0.354,0,0,0.842,0.296,0.144,5,0.144,2,4,0.554,0,23.76,19.72,1,High
P1681,Retail,Agile,Distributed,Managed Services,37.0,534,12,9.35,4,15,6,0,16,0.727,14,84,0.741,0.265,0.066,11,0.118,1,12,0.722,13,12.06,16.16,1,Medium
P1133,E-commerce,Agile,Distributed,Fixed Bid,43.68,130,7,4.45,2,15,7,1,10,0.076,7,388,0.979,0.339,0.31,9,0.231,3,3,0.511,12,10.81,3.29,0,Medium
